product_id,warehouse_id,snapshot_date,stock_on_hand,reorder_point,safety_stock
Widget-01,Chicago,2025-01-21,467,164,109
Widget-01,Chicago,2025-01-22,456,164,109
Widget-01,Chicago,2025-01-23,431,164,109
Widget-01,Chicago,2025-01-24,422,164,109
Widget-01,Chicago,2025-01-25,409,164,109
Widget-01,Chicago,2025-01-26,386,164,109
Widget-01,Chicago,2025-01-27,394,164,109
Widget-01,Chicago,2025-01-28,395,164,109
Widget-01,Chicago,2025-01-29,397,164,109
Widget-01,Chicago,2025-01-30,419,164,109
Widget-01,Chicago,2025-01-31,404,164,109
Widget-01,Chicago,2025-02-01,385,164,109
Widget-01,Chicago,2025-02-02,392,164,109
Widget-01,Chicago,2025-02-03,413,164,109
Widget-01,Chicago,2025-02-04,416,164,109
Widget-01,Chicago,2025-02-05,399,164,109
Widget-01,Chicago,2025-02-06,404,164,109
Widget-01,Chicago,2025-02-07,406,164,109
Widget-01,Chicago,2025-02-08,398,164,109
Widget-01,Chicago,2025-02-09,417,164,109
Widget-01,Chicago,2025-02-10,431,164,109
Widget-01,Chicago,2025-02-11,402,164,109
Widget-01,Chicago,2025-02-12,412,164,109
Widget-01,Chicago,2025-02-13,402,164,109
Widget-01,Chicago,2025-02-14,373,164,109
Widget-01,Chicago,2025-02-15,369,164,109
Widget-01,Chicago,2025-02-16,395,164,109
Widget-01,Chicago,2025-02-17,373,164,109
Widget-01,Chicago,2025-02-18,343,164,109
Widget-01,Chicago,2025-02-19,323,164,109
Widget-01,Chicago,2025-02-20,295,164,109
Widget-01,Chicago,2025-02-21,316,164,109
Widget-01,Chicago,2025-02-22,308,164,109
Widget-01,Chicago,2025-02-23,303,164,109
Widget-01,Chicago,2025-02-24,276,164,109
Widget-01,Chicago,2025-02-25,263,164,109
Widget-01,Chicago,2025-02-26,287,164,109
Widget-01,Chicago,2025-02-27,262,164,109
Widget-01,Chicago,2025-02-28,266,164,109
Widget-01,Chicago,2025-03-01,257,164,109
Widget-01,Chicago,2025-03-02,269,164,109
Widget-01,Chicago,2025-03-03,253,164,109
Widget-01,Chicago,2025-03-04,244,164,109
Widget-01,Chicago,2025-03-05,273,164,109
Widget-01,Chicago,2025-03-06,279,164,109
Widget-01,Chicago,2025-03-07,300,164,109
Widget-01,Chicago,2025-03-08,311,164,109
Widget-01,Chicago,2025-03-09,292,164,109
Widget-01,Chicago,2025-03-10,308,164,109
Widget-01,Chicago,2025-03-11,326,164,109
Widget-01,Chicago,2025-03-12,337,164,109
Widget-01,Chicago,2025-03-13,344,164,109
Widget-01,Chicago,2025-03-14,331,164,109
Widget-01,Chicago,2025-03-15,345,164,109
Widget-01,Chicago,2025-03-16,349,164,109
Widget-01,Chicago,2025-03-17,348,164,109
Widget-01,Chicago,2025-03-18,341,164,109
Widget-01,Chicago,2025-03-19,352,164,109
Widget-01,Chicago,2025-03-20,351,164,109
Widget-01,Chicago,2025-03-21,334,164,109
Widget-01,Chicago,2025-03-22,309,164,109
Widget-01,Chicago,2025-03-23,281,164,109
Widget-01,Chicago,2025-03-24,266,164,109
Widget-01,Chicago,2025-03-25,242,164,109
Widget-01,Chicago,2025-03-26,263,164,109
Widget-01,Chicago,2025-03-27,246,164,109
Widget-01,Chicago,2025-03-28,224,164,109
Widget-01,Chicago,2025-03-29,208,164,109
Widget-01,Chicago,2025-03-30,198,164,109
Widget-01,Chicago,2025-03-31,202,164,109
Widget-01,Dallas,2025-01-01,560,164,109
Widget-01,Dallas,2025-01-02,531,164,109
Widget-01,Dallas,2025-01-03,535,164,109
Widget-01,Dallas,2025-01-04,522,164,109
Widget-01,Dallas,2025-01-05,505,164,109
Widget-01,Dallas,2025-01-06,494,164,109
Widget-01,Dallas,2025-01-07,481,164,109
Widget-01,Dallas,2025-01-08,460,164,109
Widget-01,Dallas,2025-01-09,454,164,109
Widget-01,Dallas,2025-01-10,425,164,109
Widget-01,Dallas,2025-01-11,419,164,109
Widget-01,Dallas,2025-01-12,442,164,109
Widget-01,Dallas,2025-01-13,444,164,109
Widget-01,Dallas,2025-01-14,449,164,109
Widget-01,Dallas,2025-01-15,449,164,109
Widget-01,Dallas,2025-01-16,432,164,109
Widget-01,Dallas,2025-01-17,402,164,109
Widget-01,Dallas,2025-01-18,417,164,109
Widget-01,Dallas,2025-01-19,402,164,109
Widget-01,Dallas,2025-01-20,425,164,109
Widget-01,Dallas,2025-01-21,440,164,109
Widget-01,Dallas,2025-01-22,461,164,109
Widget-01,Dallas,2025-01-23,433,164,109
Widget-01,Dallas,2025-01-24,437,164,109
Widget-01,Dallas,2025-01-25,447,164,109
Widget-01,Dallas,2025-01-26,422,164,109
Widget-01,Dallas,2025-01-27,416,164,109
Widget-01,Dallas,2025-01-28,398,164,109
Widget-01,Dallas,2025-01-29,420,164,109
Widget-01,Dallas,2025-01-30,423,164,109
Widget-01,Dallas,2025-01-31,400,164,109
Widget-01,Dallas,2025-02-01,390,164,109
Widget-01,Dallas,2025-02-02,393,164,109
Widget-01,Dallas,2025-02-03,366,164,109
Widget-01,Dallas,2025-02-04,360,164,109
Widget-01,Dallas,2025-02-05,344,164,109
Widget-01,Dallas,2025-02-06,317,164,109
Widget-01,Dallas,2025-02-07,331,164,109
Widget-01,Dallas,2025-02-08,360,164,109
Widget-01,Dallas,2025-02-09,341,164,109
Widget-01,Dallas,2025-02-10,342,164,109
Widget-01,Dallas,2025-02-11,343,164,109
Widget-01,Dallas,2025-02-12,340,164,109
Widget-01,Dallas,2025-02-13,322,164,109
Widget-01,Dallas,2025-02-14,322,164,109
Widget-01,Dallas,2025-02-15,305,164,109
Widget-01,Dallas,2025-02-16,294,164,109
Widget-01,Dallas,2025-02-17,281,164,109
Widget-01,Dallas,2025-02-18,279,164,109
Widget-01,Dallas,2025-02-19,308,164,109
Widget-01,Dallas,2025-02-20,283,164,109
Widget-01,Dallas,2025-02-21,284,164,109
Widget-01,Dallas,2025-02-22,282,164,109
Widget-01,Dallas,2025-02-23,294,164,109
Widget-01,Dallas,2025-02-24,265,164,109
Widget-01,Dallas,2025-02-25,294,164,109
Widget-01,Dallas,2025-02-26,286,164,109
Widget-01,Dallas,2025-02-27,274,164,109
Widget-01,Dallas,2025-02-28,274,164,109
Widget-01,Dallas,2025-03-01,294,164,109
Widget-01,Dallas,2025-03-02,268,164,109
Widget-01,Dallas,2025-03-03,256,164,109
Widget-01,Dallas,2025-03-04,259,164,109
Widget-01,Dallas,2025-03-05,238,164,109
Widget-01,Dallas,2025-03-06,232,164,109
Widget-01,Dallas,2025-03-07,203,164,109
Widget-01,Dallas,2025-03-08,183,164,109
Widget-01,Dallas,2025-03-09,202,164,109
Widget-01,Dallas,2025-03-10,202,164,109
Widget-01,Dallas,2025-03-11,227,164,109
Widget-01,Dallas,2025-03-12,211,164,109
Widget-01,Dallas,2025-03-13,189,164,109
Widget-01,Dallas,2025-03-14,181,164,109
Widget-01,Dallas,2025-03-15,169,164,109
Widget-01,Dallas,2025-03-16,147,164,109
Widget-01,Dallas,2025-03-17,151,164,109
Widget-01,Dallas,2025-03-18,141,164,109
Widget-01,Dallas,2025-03-19,119,164,109
Widget-01,Dallas,2025-03-20,116,164,109
Widget-01,Dallas,2025-03-21,131,164,109
Widget-01,Dallas,2025-03-22,151,164,109
Widget-01,Dallas,2025-03-23,127,164,109
Widget-01,Dallas,2025-03-24,112,164,109
Widget-01,Dallas,2025-03-25,97,164,109
Widget-01,Dallas,2025-03-26,126,164,109
Widget-01,Dallas,2025-03-27,128,164,109
Widget-01,Dallas,2025-03-28,101,164,109
Widget-01,Dallas,2025-03-29,74,164,109
Widget-01,Dallas,2025-03-30,82,164,109
Widget-01,Dallas,2025-03-31,91,164,109
Widget-02,LA-West,2025-01-01,983,295,196
Widget-02,LA-West,2025-01-02,1004,295,196
Widget-02,LA-West,2025-01-03,1009,295,196
Widget-02,LA-West,2025-01-04,1038,295,196
Widget-02,LA-West,2025-01-05,1045,295,196
Widget-02,LA-West,2025-01-06,1053,295,196
Widget-02,LA-West,2025-01-07,1072,295,196
Widget-02,LA-West,2025-01-08,1078,295,196
Widget-02,LA-West,2025-01-09,1099,295,196
Widget-02,LA-West,2025-01-10,1103,295,196
Widget-02,LA-West,2025-01-11,1079,295,196
Widget-02,LA-West,2025-01-12,1075,295,196
Widget-02,LA-West,2025-01-13,1072,295,196
Widget-02,LA-West,2025-01-14,1063,295,196
Widget-02,LA-West,2025-01-15,1046,295,196
Widget-02,LA-West,2025-01-16,1022,295,196
Widget-02,LA-West,2025-01-17,1028,295,196
Widget-02,LA-West,2025-01-18,1019,295,196
Widget-02,LA-West,2025-01-19,993,295,196
Widget-02,LA-West,2025-01-20,1017,295,196
Widget-02,LA-West,2025-01-21,988,295,196
Widget-02,LA-West,2025-01-22,984,295,196
Widget-02,LA-West,2025-01-23,974,295,196
Widget-02,LA-West,2025-01-24,997,295,196
Widget-02,LA-West,2025-01-25,1004,295,196
Widget-02,LA-West,2025-01-26,988,295,196
Widget-02,LA-West,2025-01-27,978,295,196
Widget-02,LA-West,2025-01-28,957,295,196
Widget-02,LA-West,2025-01-29,949,295,196
Widget-02,LA-West,2025-01-30,976,295,196
Widget-02,LA-West,2025-01-31,1001,295,196
Widget-02,LA-West,2025-02-01,1009,295,196
Widget-02,LA-West,2025-02-02,983,295,196
Widget-02,LA-West,2025-02-03,953,295,196
Widget-02,LA-West,2025-02-04,935,295,196
Widget-02,LA-West,2025-02-05,925,295,196
Widget-02,LA-West,2025-02-06,920,295,196
Widget-02,LA-West,2025-02-07,939,295,196
Widget-02,LA-West,2025-02-08,953,295,196
Widget-02,LA-West,2025-02-09,943,295,196
Widget-02,LA-West,2025-02-10,965,295,196
Widget-02,LA-West,2025-02-11,952,295,196
Widget-02,LA-West,2025-02-12,958,295,196
Widget-02,LA-West,2025-02-13,972,295,196
Widget-02,LA-West,2025-02-14,973,295,196
Widget-02,LA-West,2025-02-15,978,295,196
Widget-02,LA-West,2025-02-16,964,295,196
Widget-02,LA-West,2025-02-17,968,295,196
Widget-02,LA-West,2025-02-18,986,295,196
Widget-02,LA-West,2025-02-19,1015,295,196
Widget-02,LA-West,2025-02-20,995,295,196
Widget-02,LA-West,2025-02-21,985,295,196
Widget-02,LA-West,2025-02-22,1006,295,196
Widget-02,LA-West,2025-02-23,1030,295,196
Widget-02,LA-West,2025-02-24,1052,295,196
Widget-02,LA-West,2025-02-25,1047,295,196
Widget-02,LA-West,2025-02-26,1020,295,196
Widget-02,LA-West,2025-02-27,1023,295,196
Widget-02,LA-West,2025-02-28,1044,295,196
Widget-02,LA-West,2025-03-01,1061,295,196
Widget-02,LA-West,2025-03-02,1090,295,196
Widget-02,LA-West,2025-03-03,1077,295,196
Widget-02,LA-West,2025-03-04,1086,295,196
Widget-02,LA-West,2025-03-05,1090,295,196
Widget-02,LA-West,2025-03-06,1100,295,196
Widget-02,LA-West,2025-03-07,1098,295,196
Widget-02,LA-West,2025-03-08,1119,295,196
Widget-02,LA-West,2025-03-09,1117,295,196
Widget-02,LA-West,2025-03-10,1124,295,196
Widget-02,LA-West,2025-03-11,1135,295,196
Widget-02,LA-West,2025-03-12,1125,295,196
Widget-02,LA-West,2025-03-13,1136,295,196
Widget-02,LA-West,2025-03-14,1118,295,196
Widget-02,LA-West,2025-03-15,1136,295,196
Widget-02,LA-West,2025-03-16,1146,295,196
Widget-02,LA-West,2025-03-17,1132,295,196
Widget-02,LA-West,2025-03-18,1157,295,196
Widget-02,LA-West,2025-03-19,1135,295,196
Widget-02,LA-West,2025-03-20,1145,295,196
Widget-02,LA-West,2025-03-21,1115,295,196
Widget-02,LA-West,2025-03-22,1086,295,196
Widget-02,LA-West,2025-03-23,1115,295,196
Widget-02,LA-West,2025-03-24,1132,295,196
Widget-02,LA-West,2025-03-25,1130,295,196
Widget-02,LA-West,2025-03-26,1132,295,196
Widget-02,LA-West,2025-03-27,1111,295,196
Widget-02,LA-West,2025-03-28,1130,295,196
Widget-02,LA-West,2025-03-29,1157,295,196
Widget-02,LA-West,2025-03-30,1186,295,196
Widget-02,LA-West,2025-03-31,1195,295,196
Widget-02,LA-East,2025-01-01,951,295,196
Widget-02,LA-East,2025-01-02,931,295,196
Widget-02,LA-East,2025-01-03,955,295,196
Widget-02,LA-East,2025-01-04,958,295,196
Widget-02,LA-East,2025-01-05,935,295,196
Widget-02,LA-East,2025-01-06,963,295,196
Widget-02,LA-East,2025-01-07,954,295,196
Widget-02,LA-East,2025-01-08,931,295,196
Widget-02,LA-East,2025-01-09,949,295,196
Widget-02,LA-East,2025-01-10,933,295,196
Widget-02,LA-East,2025-01-11,919,295,196
Widget-02,LA-East,2025-01-12,948,295,196
Widget-02,LA-East,2025-01-13,940,295,196
Widget-02,LA-East,2025-01-14,933,295,196
Widget-02,LA-East,2025-01-15,947,295,196
Widget-02,LA-East,2025-01-16,935,295,196
Widget-02,LA-East,2025-01-17,909,295,196
Widget-02,LA-East,2025-01-18,910,295,196
Widget-02,LA-East,2025-01-19,923,295,196
Widget-02,LA-East,2025-01-20,893,295,196
Widget-02,LA-East,2025-01-21,885,295,196
Widget-02,LA-East,2025-01-22,891,295,196
Widget-02,LA-East,2025-01-23,868,295,196
Widget-02,LA-East,2025-01-24,850,295,196
Widget-02,LA-East,2025-01-25,827,295,196
Widget-02,LA-East,2025-01-26,853,295,196
Widget-02,LA-East,2025-01-27,845,295,196
Widget-02,LA-East,2025-01-28,857,295,196
Widget-02,LA-East,2025-01-29,827,295,196
Widget-02,LA-East,2025-01-30,841,295,196
Widget-02,LA-East,2025-01-31,861,295,196
Widget-02,LA-East,2025-02-01,854,295,196
Widget-02,LA-East,2025-02-02,858,295,196
Widget-02,LA-East,2025-02-03,851,295,196
Widget-02,LA-East,2025-02-04,837,295,196
Widget-02,LA-East,2025-02-05,811,295,196
Widget-02,LA-East,2025-02-06,800,295,196
Widget-02,LA-East,2025-02-07,790,295,196
Widget-02,LA-East,2025-02-08,799,295,196
Widget-02,LA-East,2025-02-09,826,295,196
Widget-02,LA-East,2025-02-10,826,295,196
Widget-02,LA-East,2025-02-11,841,295,196
Widget-02,LA-East,2025-02-12,846,295,196
Widget-02,LA-East,2025-02-13,826,295,196
Widget-02,LA-East,2025-02-14,847,295,196
Widget-02,LA-East,2025-02-15,831,295,196
Widget-02,LA-East,2025-02-16,819,295,196
Widget-02,LA-East,2025-02-17,795,295,196
Widget-02,LA-East,2025-02-18,815,295,196
Widget-02,LA-East,2025-02-19,812,295,196
Widget-02,LA-East,2025-02-20,832,295,196
Widget-02,LA-East,2025-02-21,844,295,196
Widget-02,LA-East,2025-02-22,871,295,196
Widget-02,LA-East,2025-02-23,845,295,196
Widget-02,LA-East,2025-02-24,819,295,196
Widget-02,LA-East,2025-02-25,818,295,196
Widget-02,LA-East,2025-02-26,841,295,196
Widget-02,LA-East,2025-02-27,842,295,196
Widget-02,LA-East,2025-02-28,819,295,196
Widget-02,LA-East,2025-03-01,798,295,196
Widget-02,LA-East,2025-03-02,805,295,196
Widget-02,LA-East,2025-03-03,821,295,196
Widget-02,LA-East,2025-03-04,822,295,196
Widget-02,LA-East,2025-03-05,839,295,196
Widget-02,LA-East,2025-03-06,836,295,196
Widget-02,LA-East,2025-03-07,822,295,196
Widget-02,LA-East,2025-03-08,822,295,196
Widget-02,LA-East,2025-03-09,799,295,196
Widget-02,LA-East,2025-03-10,808,295,196
Widget-02,LA-East,2025-03-11,802,295,196
Widget-02,LA-East,2025-03-12,780,295,196
Widget-02,LA-East,2025-03-13,751,295,196
Widget-02,LA-East,2025-03-14,735,295,196
Widget-02,LA-East,2025-03-15,754,295,196
Widget-02,LA-East,2025-03-16,726,295,196
Widget-02,LA-East,2025-03-17,744,295,196
Widget-02,LA-East,2025-03-18,749,295,196
Widget-02,LA-East,2025-03-19,722,295,196
Widget-02,LA-East,2025-03-20,705,295,196
Widget-02,LA-East,2025-03-21,715,295,196
Widget-02,LA-East,2025-03-22,725,295,196
Widget-02,LA-East,2025-03-23,719,295,196
Widget-02,LA-East,2025-03-24,746,295,196
Widget-02,LA-East,2025-03-25,770,295,196
Widget-02,LA-East,2025-03-26,789,295,196
Widget-02,LA-East,2025-03-27,768,295,196
Widget-02,LA-East,2025-03-28,758,295,196
Widget-02,LA-East,2025-03-29,763,295,196
Widget-02,LA-East,2025-03-30,744,295,196
Widget-02,LA-East,2025-03-31,740,295,196
Widget-02,Chicago,2025-01-01,958,295,196
Widget-02,Chicago,2025-01-02,940,295,196
Widget-02,Chicago,2025-01-03,962,295,196
Widget-02,Chicago,2025-01-04,963,295,196
Widget-02,Chicago,2025-01-05,963,295,196
Widget-02,Chicago,2025-01-06,948,295,196
Widget-02,Chicago,2025-01-07,949,295,196
Widget-02,Chicago,2025-01-08,950,295,196
Widget-02,Chicago,2025-01-09,979,295,196
Widget-02,Chicago,2025-01-10,982,295,196
Widget-02,Chicago,2025-01-11,962,295,196
Widget-02,Chicago,2025-01-12,941,295,196
Widget-02,Chicago,2025-01-13,925,295,196
Widget-02,Chicago,2025-01-14,911,295,196
Widget-02,Chicago,2025-01-15,920,295,196
Widget-02,Chicago,2025-01-16,907,295,196
Widget-02,Chicago,2025-01-17,931,295,196
Widget-02,Chicago,2025-01-18,909,295,196
Widget-02,Chicago,2025-01-19,903,295,196
Widget-02,Chicago,2025-01-20,912,295,196
Widget-02,Chicago,2025-01-21,940,295,196
Widget-02,Chicago,2025-01-22,923,295,196
Widget-02,Chicago,2025-01-23,952,295,196
Widget-02,Chicago,2025-01-24,979,295,196
Widget-02,Chicago,2025-01-25,973,295,196
Widget-02,Chicago,2025-01-26,992,295,196
Widget-02,Chicago,2025-01-27,983,295,196
Widget-02,Chicago,2025-01-28,1004,295,196
Widget-02,Chicago,2025-01-29,1003,295,196
Widget-02,Chicago,2025-01-30,992,295,196
Widget-02,Chicago,2025-01-31,982,295,196
Widget-02,Chicago,2025-02-01,995,295,196
Widget-02,Chicago,2025-02-02,996,295,196
Widget-02,Chicago,2025-02-03,1016,295,196
Widget-02,Chicago,2025-02-04,1031,295,196
Widget-02,Chicago,2025-02-05,1049,295,196
Widget-02,Chicago,2025-02-06,1074,295,196
